E595553	nationalTeam	E632792	0.986
E595553	nationalTeam	E521820	0.986
E615142	nationalTeam	E632792	0.986
E615142	nationalTeam	E521820	0.986
E858299	nationalTeam	E632792	0.986
E858299	nationalTeam	E521820	0.986
E858299	translator	E677815	0.515
E858299	translator	E578859	0.515
E207623	state	E941259	0.967
E336113	state	E305681	0.967
E755592	state	E488721	0.967
E755592	musicType	E493032	0.612
E755592	musicType	E406080	0.612
E755592	nationalTeam	E491072	0.574
E755592	translator	E292416	0.515
E504811	state	E268327	0.967
E813202	state	E752579	0.967
E757887	state	E722166	0.967
E757887	class	E910205	0.686
E563985	state	E722166	0.967
E275935	state	E305681	0.967
E089508	state	E305681	0.967
E089508	nationalTeam	E234349	0.702
E417199	state	E488721	0.967
E250163	state	E352587	0.967
E945150	state	E111621	0.967
E580644	state	E767510	0.967
E114523	state	E305681	0.967
E593785	state	E415639	0.967
E593785	state	E234349	0.967
E986576	state	E022676	0.967
E986576	country	E496153	0.659
E609862	state	E268327	0.967
E421573	state	E488721	0.967
E097693	state	E941259	0.967
E611856	state	E305681	0.967
E307371	state	E268327	0.967
E307371	nationalTeam	extinctionYear	0.702
E666225	state	E173141	0.967
E051125	state	E198484	0.967
E406891	state	E305681	0.967
E406891	manufacturer	E857098	0.803
E406891	bodyStyle	E122141	0.526
E358685	state	E305681	0.967
E703517	state	E415639	0.967
E703517	manufacturer	E315687	0.803
E703517	bodyStyle	E812995	0.558
E184990	state	E992442	0.967
E184990	state	E768303	0.967
E184990	nationalTeam	E108950	0.574
E849692	state	E752579	0.967
E342564	state	E379834	0.967
battleHonours	state	E752579	0.967
battleHonours	nationalTeam	E262991	0.574
E766218	state	E234349	0.965
E048551	state	E768627	0.965
E048551	state	E471028	0.667
E789654	state	E234349	0.965
E558994	state	E501107	0.965
E304979	state	E459836	0.965
E209277	state	E941259	0.965
E014606	state	E305681	0.965
E815622	state	E941259	0.965
E879130	state	E841845	0.965
E879130	trainerClub	E326870	0.574
E879130	trainerClub	E471028	0.574
E384979	state	firstGame	0.965
E363692	state	E513663	0.965
E563866	state	E418187	0.965
E258892	state	E808988	0.965
E877096	state	E186693	0.965
E877096	nationalTeam	E919681	0.574
E877096	nationalTeam	E833898	0.574
E124761	state	E037684	0.965
E124761	nationalTeam	E030024	0.574
E124761	nationalTeam	description	0.574
E893686	state	E637293	0.965
E682317	state	E186693	0.602
E221781	state	E624004	0.965
E711341	hasAttribute	E387644	0.963
E711341	hasAttribute	E745026	0.963
