E139950	link	E509386	1.00
E509386	link	E139950	1.00
E265744	link	E795841	1.00
E795841	link	E265744	1.00
E119250	link	E886161	1.00
E886161	link	E119250	1.00
E846729	link	E409946	1.00
E409946	link	E846729	1.00
E606820	link	E067186	1.00
E067186	link	E606820	1.00
E328070	link	E525645	1.00
E525645	link	E328070	1.00
E377370	link	E021621	1.00
E021621	link	E377370	1.00
E620215	link	E963003	1.00
E963003	link	E620215	1.00
E067899	link	E839118	1.00
E839118	link	E067899	1.00
E049609	link	E739309	1.00
E739309	link	E049609	1.00
E446939	link	E805594	1.00
E805594	link	E446939	1.00
E132137	link	E579693	1.00
E579693	link	E132137	1.00
E137213	link	E209661	1.00
E209661	link	E137213	1.00
E768814	link	E653510	1.00
E653510	link	E768814	1.00
E759873	link	E936726	1.00
E936726	link	E759873	1.00
E054249	link	E492742	1.00
E492742	link	E054249	1.00
E593483	link	E229631	1.00
E229631	link	E593483	1.00
E145054	link	E256483	1.00
E256483	link	E145054	1.00
E165665	link	E779676	1.00
E779676	link	E165665	1.00
E415346	link	E972162	1.00
E972162	link	E415346	1.00
E204665	link	E373559	1.00
E373559	link	E204665	1.00
E149579	link	E726854	1.00
E726854	link	E149579	1.00
E376595	link	E342771	1.00
E342771	link	E376595	1.00
E842500	link	E873143	1.00
E873143	link	E842500	1.00
E815652	link	E312866	1.00
E312866	link	E815652	1.00
E579448	link	E195848	1.00
E195848	link	E579448	1.00
E096577	link	E603446	1.00
E603446	link	E096577	1.00
E002437	link	E928592	1.00
E928592	link	E002437	1.00
E487127	link	E790419	1.00
E790419	link	E487127	1.00
E649934	link	E322175	1.00
E322175	link	E649934	1.00
E294473	link	E972443	1.00
E972443	link	E294473	1.00
E577184	link	E878571	1.00
E878571	link	E577184	1.00
E534114	link	E700655	1.00
E700655	link	E534114	1.00
E063770	link	E874674	1.00
E874674	link	E063770	1.00
E389471	link	E874861	1.00
E874861	link	E389471	1.00
E023956	link	E855978	1.00
E855978	link	E023956	1.00
E074713	link	E577938	1.00
E577938	link	E074713	1.00
E289273	link	E358247	1.00
E358247	link	E289273	1.00
E393032	link	E653528	1.00
E653528	link	E393032	1.00
E261164	link	E210479	1.00
E210479	link	E261164	1.00
E611090	link	E511399	1.00
E511399	link	E611090	1.00
E814491	link	E173508	1.00
E173508	link	E814491	1.00
E788529	link	E789226	1.00
E789226	link	E788529	1.00
E756630	link	E862349	1.00
E862349	link	E756630	1.00
E110031	link	E171132	1.00
E171132	link	E110031	1.00
E144667	link	E083128	1.00
E083128	link	E144667	1.00
E480063	link	E697694	1.00
E697694	link	E480063	1.00
E730501	link	E383326	1.00
E383326	link	E730501	1.00
E357581	link	E934738	1.00
E934738	link	E357581	1.00
E605229	link	E325203	1.00
E325203	link	E605229	1.00
E634889	link	E510142	1.00
E510142	link	E634889	1.00
E669941	link	E023257	1.00
E023257	link	E669941	1.00
E370444	link	E511416	1.00
E511416	link	E370444	1.00
E275779	link	E895325	1.00
E895325	link	E275779	1.00
E478060	link	E242629	1.00
E242629	link	E478060	1.00
E454950	link	E955185	1.00
E955185	link	E454950	1.00
E180073	link	E408899	1.00
E408899	link	E180073	1.00
E113503	link	E668047	1.00
E668047	link	E113503	1.00
E871733	link	E663288	1.00
E663288	link	E871733	1.00
E267832	link	E380280	1.00
E380280	link	E267832	1.00
E828758	link	E802021	1.00
E802021	link	E828758	1.00
E428134	link	E190323	1.00
E190323	link	E428134	1.00
E436920	link	E730894	1.00
E730894	link	E436920	1.00
E699306	link	E319441	1.00
E319441	link	E699306	1.00
E370691	link	E529939	1.00
E529939	link	E370691	1.00
E918531	link	E802034	1.00
E802034	link	E918531	1.00
E221388	link	E769029	1.00
E769029	link	E221388	1.00
E595409	link	E976707	1.00
E976707	link	E595409	1.00
E782708	link	E960280	1.00
E960280	link	E782708	1.00
E488580	link	E286081	1.00
E286081	link	E488580	1.00
E901588	link	E893686	1.00
E893686	link	E901588	1.00
E038146	link	E672523	1.00
E672523	link	E038146	1.00
E016618	link	E959288	1.00
E959288	link	E016618	1.00
E609589	link	E095580	1.00
E095580	link	E609589	1.00
E129733	link	E547792	1.00
E547792	link	E129733	1.00
E542857	link	E810532	1.00
E810532	link	E542857	1.00
E847639	link	E756416	1.00
E756416	link	E847639	1.00
E326961	link	E282880	1.00
E282880	link	E326961	1.00
E999132	link	E482208	1.00
E482208	link	E999132	1.00
E159497	link	E527846	1.00
E527846	link	E159497	1.00
E348400	link	E318704	1.00
E318704	link	E348400	1.00
E490097	link	E070434	1.00
E070434	link	E490097	1.00
E675982	link	E936147	1.00
E936147	link	E675982	1.00
E471826	link	E189907	1.00
E189907	link	E471826	1.00
E622025	link	E092563	1.00
E092563	link	E622025	1.00
E445380	link	E291517	1.00
E291517	link	E445380	1.00
E945281	link	E362960	1.00
E362960	link	E945281	1.00
E650899	link	E752974	1.00
E752974	link	E650899	1.00
E042711	link	E439583	1.00
E439583	link	E042711	1.00
E039541	link	E088747	1.00
E088747	link	E039541	1.00
E904844	link	E850894	1.00
E850894	link	E904844	1.00
E338130	link	E575343	1.00
E575343	link	E338130	1.00
E932142	link	E732506	1.00
E732506	link	E932142	1.00
E024118	link	E500972	1.00
E500972	link	E024118	1.00
E137884	link	E358177	1.00
E358177	link	E137884	1.00
E623097	link	E182682	1.00
E182682	link	E623097	1.00
E279649	link	E393292	1.00
E393292	link	E279649	1.00
E958306	link	E966505	1.00
E966505	link	E958306	1.00
E233929	link	E901195	1.00
E901195	link	E233929	1.00
E975967	link	E096318	1.00
E096318	link	E975967	1.00
E783232	link	E192907	1.00
E192907	link	E783232	1.00
E541200	link	E523976	1.00
E523976	link	E541200	1.00
E331755	link	E227680	1.00
E227680	link	E331755	1.00
E309171	link	E483641	1.00
E483641	link	E309171	1.00
E011295	link	E502792	1.00
E502792	link	E011295	1.00
E925078	link	E015034	1.00
E015034	link	E925078	1.00
E286918	link	E039028	1.00
E039028	link	E286918	1.00
E842015	link	E788071	1.00
E788071	link	E842015	1.00
E809769	link	E264350	1.00
E264350	link	E809769	1.00
E170504	link	E854682	1.00
E854682	link	E170504	1.00
E330010	link	E531167	1.00
E531167	link	E330010	1.00
E976758	link	E217820	1.00
E217820	link	E976758	1.00
E801002	link	E154572	1.00
E154572	link	E801002	1.00
E574947	link	E637104	1.00
E637104	link	E574947	1.00
E759955	link	E328453	1.00
E328453	link	E759955	1.00
E017949	link	E013539	1.00
E013539	link	E017949	1.00
E464827	link	E428554	1.00
E428554	link	E464827	1.00
E338246	link	E798689	1.00
E798689	link	E338246	1.00
E599490	link	E548938	1.00
E548938	link	E599490	1.00
E751594	link	E107217	1.00
E107217	link	E751594	1.00
E110211	link	E351375	1.00
E351375	link	E110211	1.00
E621046	link	E294923	1.00
E294923	link	E621046	1.00
E658539	link	E958377	1.00
E958377	link	E658539	1.00
E463697	link	E139572	1.00
E139572	link	E463697	1.00
E289985	link	E407222	1.00
E407222	link	E289985	1.00
E403868	link	E034443	1.00
E034443	link	E403868	1.00
E774255	link	E753615	1.00
E753615	link	E774255	1.00
E303564	link	E324030	1.00
E324030	link	E303564	1.00
E475956	link	E427914	1.00
E427914	link	E475956	1.00
E974676	link	E828678	1.00
E828678	link	E974676	1.00
E851310	link	E036097	1.00
E036097	link	E851310	1.00
E108990	link	E290263	1.00
E290263	link	E108990	1.00
E319850	link	E864907	1.00
E864907	link	E319850	1.00
E538072	link	E824273	1.00
E824273	link	E538072	1.00
E183356	link	E144516	1.00
E144516	link	E183356	1.00
E424468	link	E437574	1.00
E437574	link	E424468	1.00
E026750	link	E241340	1.00
E241340	link	E026750	1.00
E652333	link	E315189	1.00
E315189	link	E652333	1.00
E389241	link	E705994	1.00
E705994	link	E389241	1.00
E878795	link	E750874	1.00
E750874	link	E878795	1.00
